,MI_dir_L.1_weight,MI_dir_L.1_mean,MI_dir_L.1_variance,H_L.1_weight,H_L.1_mean,H_L.1_variance,HH_L.1_mean,HH_L.1_std,HH_L.1_magnitude,HH_L.1_radius,HH_L.1_covariance,HH_L.1_pcc,HH_jit_L.1_weight,HH_jit_L.1_mean,HH_jit_L.1_variance,HpHp_L.1_weight,HpHp_L.1_mean,HpHp_L.1_std,HpHp_L.1_magnitude,HpHp_L.1_radius,HpHp_L.1_covariance,HpHp_L.1_pcc,HH_L.1_weight
99,131.572349,137.813423,37641.26842,131.572349,137.813423,37641.26842,162.411161,224.3762824,293.547145,99335.4564,-2258.515297,-0.34397483,93.958865,18.3237319,24968717368,1,74,,74,,,,93.958865
991,132.52856,137.2594571,37395.8393,132.52856,137.2594571,37395.8393,161.395779,223.485473,291.331283,98544.63329,-189.85311,-0.2935227,94.9549545,18.1315789,247576484,1.999966661,69.99993332,3.999999999,11.862668,16,,,94.9549545
992,133.515547,141.624539,3964.32496,133.515547,141.624539,3964.32496,167.2173529,229.3671494,294.59622,99938.16242,-295.21563,-0.43452461,95.9542539,17.9412263,2444828973,2.99994712,286.674427,36.4317257,296.674631,939.4249,,,95.9542539
993,134.4931498,141.622113,39387.79327,134.4931498,141.622113,39387.79327,166.1733152,228.411993,296.9488886,99522.9132,-1442.942535,-0.21699887,96.94798444,17.75625966,2419619629,3.999758234,231.4994974,282.543328,362.92663,12676.3749,42773.5541,0.595225974,96.94798444
994,135.4887767,14.5828,39138.3627,135.4887767,14.5828,39138.3627,165.155628,227.464291,296.3777659,99297.52397,-191.659577,-0.28853212,97.9448329,17.5751917,2394971488,4.999628179,198.3971363,26.8163949,342.761299,9426.18188,25823.88999,0.38862875,97.9448329
995,136.4887664,139.962382,38891.98664,136.4887664,139.962382,38891.98664,164.1484835,226.52934,295.825476,9976.96294,-2368.627139,-0.35916727,98.94482464,17.39739484,23772678,5.999627799,176.329578,243.1494621,33.4781687,878.15343,1494.166,0.227512486,98.94482464
996,137.4864222,139.482535,3864.52466,137.4864222,139.482535,3864.52466,163.2464856,225.5713983,293.6528282,98351.26443,-1991.978798,-0.343913,99.94312524,17.22334669,2346982165,1,74,,74,,,,99.94312524
997,138.484469,138.95192,384.2313,138.484469,138.95192,384.2313,162.283652,224.6577943,291.561198,97615.2852,-1645.71786,-0.25342188,1.9387817,17.527772,232373624,1.999956539,69.9999138,3.999999999,11.8625929,15.99999999,,,1.9387817
998,139.478777,143.124925,4536.37782,139.478777,143.124925,4536.37782,167.764399,23.2352679,294.64711,9895.8571,-262.582626,-0.3916336,11.9375139,16.885584,239349831,2.999931421,287.4927,36.93516,296.3913194,94189.76814,,,11.9375139
999,14.4673377,142.5758655,4289.843,14.4673377,142.5758655,4289.843,166.7753599,229.3314538,295.247719,99146.55768,-1639.39874,-0.24657885,12.929242,16.72157293,2278584437,3.999686874,231.7493516,282.4872642,328.885843,11391.3281,35871.39131,0.445421212,12.929242
1,141.466822,142.345663,446.1977,141.466822,142.345663,446.1977,165.85723,228.4373997,294.71788,9893.6611,-1451.817518,-0.219228,13.9288118,16.5668373,225665693,4.999671625,198.59734,261.2165145,36.3465559,1612.2686,36813.71152,0.494345427,13.9288118
11,142.314811,142.294314,39774.33951,142.314811,142.294314,39774.33951,179.738,0.97682421,179.738,0.952736893,,,1.93562273,1746.5697,1.30E+04,1,179,,179,,,,1.93562273
12,142.8431915,141.718194,39542.97113,142.8431915,141.718194,39542.97113,6,6.74E-01,6,4.55E-01,,,13.38883958,259.7885919,2.25E+04,14.2151266,6,6.74E-01,6,4.55E-01,,,13.38883958
13,142.8563343,141.1461634,39312.58686,142.8563343,141.1461634,39312.58686,6,6.74E-01,6,4.55E-01,,,14.2963444,241.686867,1.88E+05,15.1169132,6,,6,,,,14.2963444
14,142.8658976,14.5781751,3983.1838,142.8658976,14.5781751,3983.1838,6,6.74E-01,6,4.55E-01,,,15.19722253,225.8495554,1.76E+05,16.1216,6,9.54E-01,6,9.90E-01,,,15.19722253
15,142.8828517,14.142293,38854.7737,142.8828517,14.142293,38854.7737,6,6.74E-01,6,4.55E-01,,,16.9265197,211.8771274,1.66E+03,16.9192831,6,9.54E-01,6,9.90E-01,,,16.9265197
16,142.8959821,139.454282,38627.35443,142.8959821,139.454282,38627.35443,6,9.54E-01,6,9.90E-01,,,16.9815252,199.45973,1.55E+05,17.78518931,6,,6,,,,16.9815252
17,142.984316,138.898316,384.9259,142.984316,138.898316,384.9259,6,1.51E-01,6,2.27E-01,,,17.8641438,188.3497485,1.47E+05,18.66227633,6,,6,,,,17.8641438
18,142.921715,138.346263,38175.4912,142.921715,138.346263,38175.4912,6,1.35E-01,6,1.82E-01,,,18.74815,178.3528339,1.39E+05,19.53342195,6,6.74E-01,6,4.55E-01,,,18.74815
19,142.9344845,137.7981359,37951.545,142.9344845,137.7981359,37951.545,6,9.54E-01,6,9.90E-01,,,19.61134824,169.394559,1.32E+05,2.398495,6,9.54E-01,6,9.90E-01,,,19.61134824
11,143.885953,137.4659289,3773.5128,143.885953,137.4659289,3773.5128,85.66988434,1.54293926,11.631513,111.1535682,-1.40E-01,-9.83E-01,4.92165116,341.695131,4.63E+05,2.29877683,9,,9,,,,4.92165116
111,144.885793,137.138379,37458.25941,144.885793,137.138379,37458.25941,86.169396,1.8833949,15.1266253,11.7762,-1.724899277,-0.233744144,5.465393364,37.81499,4.17E+05,2.834658746,9,1.35E-01,18.1665383,1.82E-01,,,5.465393364
112,145.885731,136.8151784,37216.61332,145.885731,136.8151784,37216.61332,85.66987132,1.54295243,14.7994972,111.1554296,-1.793318594,-0.2282183,4.921618465,341.685341,4.63E+05,2.29878176,9,,18.1665383,9.90E-01,3.60E-29,,4.921618465
113,145.9271313,136.2887844,371.73568,145.9271313,136.2887844,371.73568,6,6.74E-01,6,4.55E-01,,,2.47582444,161.895659,1.25E+05,21.25753165,6,6.74E-01,6,4.55E-01,,,2.47582444
114,145.9169553,135.7659611,36787.76711,145.9169553,135.7659611,36787.76711,6,,6,,,,21.3348119,153.5857325,1.19E+05,22.113775,6,,6,,,,21.3348119
115,145.9118338,135.246726,36574.71634,145.9118338,135.246726,36574.71634,6,,6,,,,22.18712537,146.783872,1.14E+04,22.9587386,6,,6,,,,22.18712537
116,145.934459,134.739731,36362.57977,145.934459,134.739731,36362.57977,6,,6,,,,23.3379149,14.3825555,1.96E+03,23.799412,6,9.54E-01,6,9.90E-01,,,23.3379149
117,145.895142,134.2187492,36151.35861,145.895142,134.2187492,36151.35861,6,,6,,,,23.8746117,134.5444673,1.45E+04,24.63493965,6,9.54E-01,6,9.90E-01,,,23.8746117
118,145.8821125,133.79999,35941.475,145.8821125,133.79999,35941.475,6,,6,,,,24.788363,129.139954,1.27E+03,25.46388614,6,6.74E-01,6,4.55E-01,,,24.788363
119,145.8798227,133.24712,35731.66149,145.8798227,133.24712,35731.66149,6,,6,,,,25.5397283,124.1223355,96339765755,26.28893534,6,6.74E-01,6,4.55E-01,,,25.5397283
12,145.8674927,132.728544,35523.18824,145.8674927,132.728544,35523.18824,6,6.74E-01,6,4.55E-01,,,26.36184497,119.452368,926852519,27.165382,6,6.74E-01,6,4.55E-01,,,26.36184497
121,145.8626176,132.24426,35315.63869,145.8626176,132.24426,35315.63869,6,1.17E-01,6,1.36E-01,,,27.182393,115.939173,89275228143,27.91976822,6,6.74E-01,6,4.55E-01,,,27.182393
122,145.8492845,131.793587,3519.136,145.8492845,131.793587,3519.136,6,6.74E-01,6,4.55E-01,,,27.99141344,111.1895,8685849522,28.7258473,6,9.54E-01,6,9.90E-01,,,27.99141344
123,146.8492775,131.3163751,34892.44388,146.8492775,131.3163751,34892.44388,164.818183,227.427494,295.636819,98181.6818,-1787.44778,-0.272868,92.96597684,16.57231884,223238215,1,74,,74,,,,92.96597684
124,146.8249577,13.836513,34689.2147,146.8249577,13.836513,34689.2147,6,6.74E-01,6,4.55E-01,,,28.79616321,17.1978513,8396359665,29.52543185,6,6.74E-01,6,4.55E-01,,,28.79616321
125,147.824957,13.446257,34476.23791,147.824957,13.446257,34476.23791,163.844966,226.374243,292.869819,97394.5339,-1428.23757,-0.21922822,93.3175554,16.4554991,2284595752,1.99324638,74,1.35E-01,14.651836,1.82E-01,,,93.3175554
126,148.842793,13.1162,34271.285,148.842793,13.1162,34271.285,162.823978,225.3889673,29.6642278,96621.1634,-167.448829,-0.16519948,93.84994164,16.23846535,21849277593,2.98338662,71.3181786,3.776562667,12.772969,14.26242557,,,93.84994164
127,149.842352,13.4133894,3465.37851,149.842352,13.4133894,3465.37851,163.891413,224.2148927,29.8249313,96344.52664,-111.98917,-0.17283814,94.84991373,16.6726412,2161892127,3.98337775,11.1149832,51.56715815,125.35979,2659.1718,,,94.84991373
128,15.84233,129.984278,33865.86429,15.84233,129.984278,33865.86429,162.762125,223.262663,29.2581115,96122.3238,-929.299659,-0.1451955,95.84991232,15.89963473,21393371549,4.98337716,94.68825,48.28312,119.6862721,2323.32111,,,95.84991232
129,15.589442,129.5192241,33673.1862,15.589442,129.5192241,33673.1862,6,,6,,,,29.5424513,13.6124846,8283543271,3.26487818,6,1.17E-01,6,1.36E-01,,,29.5424513
13,151.589338,129.99981,33477.3828,151.589338,129.99981,33477.3828,161.84235,222.3132989,315.6453563,124369.638,-3998.4499,-0.53233153,96.4825283,15.7458453,21171638378,5.963936861,89.36177955,45.2736869,598.6782217,37854.1691,-9423.84597,-0.34231818,96.4825283
131,152.589325,128.6862339,33283.882,152.589325,128.6862339,33283.882,16.15646,221.377498,315.1487265,12425.1883,-4289.574979,-0.57356832,97.482524,15.57911367,2954454394,6.963936811,86.79955,42.634314,598.1866821,37852.998,-8693.68417,-0.33487449,97.482524
132,153.4453196,128.27779,3392.3412,153.4453196,128.27779,3392.3412,159.1491188,22.4522668,314.6641545,12444.459,-4574.887416,-0.61428541,98.44184114,15.4214685,2741593136,7.9613285,83.4939768,4.4185364,597.835183,37852.1333,-891.4626,-0.328782256,98.44184114
133,154.2647537,127.87424,3292.8253,154.2647537,127.87424,3292.8253,158.211368,219.5367599,314.198747,123887.1958,-4848.723974,-0.65376937,99.32629,15.26791712,2532769738,8.951663989,81.539742,38.4834798,597.567151,37851.4949,-7565.361193,-0.322817557,99.32629
134,155.2647433,127.52728,3279.46123,155.2647433,127.52728,3279.46123,157.37193,218.6265,313.769432,123728.17,-59.414943,-0.68929849,1.3259936,15.11573415,232819223,1,74,,74,,,,1.3259936
135,156.18577,127.133728,32524.1187,156.18577,127.133728,32524.1187,156.4696837,217.756224,39.5428633,1229.2555,-4487.218318,-0.61447175,11.271646,14.9672473,21273867,1.999457877,69.99891546,3.999999853,11.861973,15.99999882,,,11.271646
136,157.1797577,13.3769188,3396.5951,157.1797577,13.3769188,3396.5951,161.1682782,221.7386882,311.9442838,122789.1333,-545.96416,-0.72681863,12.271774,14.829587,1993576379,2.999447469,259.34929,267.3191314,269.3968472,71459.518,,,12.271774
137,158.1681528,129.969931,33771.91988,158.1681528,129.969931,33771.91988,16.2466723,22.8591467,311.746628,12223.6344,-5335.7124,-0.7287816,13.2635265,14.67748394,1973756945,3.99922614,21.76623,246.1274824,39.417541,67336.77845,27998.67411,0.663424256,13.2635265
138,159.1673755,129.5679998,33585.28942,159.1673755,129.5679998,33585.28942,159.342743,219.98936,311.282388,1268.562,-559.45373,-0.75545534,14.26319,14.53671711,1954826389,4.99926359,181.883876,227.6282665,29.459893,59575.2795,18311.41789,0.469147896,14.26319
139,16.161398,129.221498,33394.75184,16.161398,129.221498,33394.75184,158.5319531,219.982866,39.695847,119247.6339,-512.34719,-0.7485855,15.259135,14.39866445,19362548232,1,74,,74,,,,15.259135
14,161.1572119,128.8287555,33212.1872,161.1572119,128.8287555,33212.1872,157.6611162,218.247868,36.9338695,118411.228,-4724.148566,-0.65741863,16.2563523,14.2631912,191832338,1.999973863,69.99994773,4,11.8626167,16,,,16.2563523
141,162.1563852,132.92944,34723.5872,162.1563852,132.92944,34723.5872,162.32628,222.4865893,39.3559633,119174.995,-5618.94468,-0.7674163,17.255872,14.1321517,191495551,2.99996364,266.23431,277.259637,276.13688,76843.14633,,,17.255872
142,163.156171,131.6869958,34537.35899,163.156171,131.6869958,34537.35899,161.4361965,221.6482247,38.63452,116623.4116,-5769.164,-0.83321,18.251992,13.99973182,18825965336,3.999856891,215.9999683,255.29777,3.2152483,68487.6123,25779.269,0.694164853,18.251992
143,164.14699,131.2868238,34353.7977,164.14699,131.2868238,34353.7977,16.5626349,22.818649,38.178489,116469.2543,-5874.21472,-0.8179315,19.2495317,13.87161728,18653644551,4.999765983,185.998575,236.193568,279.477258,59593.91176,1754.89874,0.51733782,19.2495317
144,165.1463139,13.9399385,34164.81538,165.1463139,13.9399385,34164.81538,159.777482,219.968114,37.771489,116312.7849,-5965.758433,-0.83391772,11.2491355,13.7458138,18484449171,1,74,,74,,,,11.2491355
145,166.1438756,13.549728,33984.41148,166.1438756,13.549728,33984.41148,158.9345176,219.1559421,34.16788,114933.1379,-5414.83177,-0.76462256,111.247578,13.62226,1831829398,1.999985236,69.9999747,4,11.8626323,16,,,111.247578
146,167.14184,135.523597,37892.4115,167.14184,135.523597,37892.4115,166.89232,23.8587956,37.963443,117231.614,-6764.63461,-0.968368,112.2461183,13.591542,1815595536,2.99996256,367.3372528,42.569224,374.7167694,176826.718,,,112.2461183
147,168.133686,135.11949,37695.61784,168.133686,135.11949,37695.61784,165.251617,23.278791,37.9933754,11683.8591,-5962.784666,-0.8329957,113.24617,13.3817546,1799477236,3.999813223,291.9994218,386.838236,372.15844,16921.935,48267.91911,0.4451136,113.24617
148,169.1326542,134.71482,375.81422,169.1326542,134.71482,375.81422,164.336769,229.25252,37.5284499,116633.299,-5761.773557,-0.779547,114.2399741,13.26462454,1783725561,4.99979518,246.7976436,357.6117415,337.699878,151.223,49513.85123,0.49391613,114.2399741
149,17.127373,134.34468,3731.91735,17.127373,134.34468,3731.91735,163.5528434,228.3623458,35.5662953,115897.3486,-5383.553622,-0.73277463,115.23647,13.1495557,17682466697,1,74,,74,,,,115.23647
15,171.115974,133.9452742,37111.6298,171.115974,133.9452742,37111.6298,162.7135249,227.5562685,33.666458,115149.5196,-53.911362,-0.68937645,116.228648,13.365411,175333155,1.99993266,69.99986521,3.999999998,11.86256,15.99999998,,,116.228648
151,172.11581,137.698993,3936.45698,172.11581,137.698993,3936.45698,167.979351,233.587687,36.522835,116426.6439,-63.39169,-0.8134764,117.225228,12.92533319,1738787228,2.99987353,36.67685,334.7168232,315.4784663,11235.3518,,,117.225228
152,173.1939,137.2847896,3918.9188,173.1939,137.2847896,3918.9188,167.1167152,232.7844545,36.677383,11674.2599,-5297.987774,-0.7136163,118.2184317,12.8166748,17233764578,3.99971682,246.53116,38.356524,337.998567,123668.1233,38626.4797,0.445259873,118.2184317
153,174.941237,136.8753284,38913.28924,174.941237,136.8753284,38913.28924,166.2685188,231.9894392,36.293493,11592.225,-517.6853,-0.6871822,119.213812,12.786998,178922755,4.99954517,21.399275,284.8164659,312.6447291,11345.3466,39635.89562,0.49414345,119.213812
154,174.7993392,137.1163171,387.76582,174.7993392,137.1163171,387.76582,179.4598,0.77424776,179.4598,0.593554335,,,2.652513418,195.484165,8.73E+04,1,179,,179,,,,2.652513418
155,172.14714,136.6683495,3851.29857,172.14714,136.6683495,3851.29857,6,6.74E-01,6,4.55E-01,,,29.79914564,1.258765,77589387721,3.538147,6,6.74E-01,6,4.55E-01,,,29.79914564
156,171.96147,136.2225,3832.33335,171.96147,136.2225,3832.33335,6,6.74E-01,6,4.55E-01,,,3.59367959,97.142876,7553263291,31.2934768,6,6.74E-01,6,4.55E-01,,,3.59367959
157,171.772356,135.7787586,3813.87163,171.772356,135.7787586,3813.87163,6,9.54E-01,6,9.90E-01,,,31.3823598,93.95478142,72661688643,32.7732256,6,9.54E-01,6,9.90E-01,,,31.3823598
158,171.583163,135.337114,37941.91411,171.583163,135.337114,37941.91411,6,6.74E-01,6,4.55E-01,,,32.1658627,91.649253,742665314,32.85523824,6,,6,,,,32.1658627
159,171.3989346,134.8975715,37753.46867,171.3989346,134.8975715,37753.46867,6,9.54E-01,6,9.90E-01,,,32.943164,88.3394448,68265566617,33.62848955,6,6.74E-01,6,4.55E-01,,,32.943164
16,171.216697,134.461284,37565.53965,171.216697,134.461284,37565.53965,6,9.54E-01,6,9.90E-01,,,33.7158731,85.746994,662483634,34.3965344,6,,6,,,,33.7158731
161,171.776971,134.181578,37368.697,171.776971,134.181578,37368.697,75.6491599,2.225343535,139.514791,183.4515487,-2.7516771,-0.6886118,3.129917791,23255678.4,2.96E+02,1,74,,74,,,,3.129917791
162,172.51688,133.759781,37172.2621,172.51688,133.759781,37172.2621,8.1342219,27.65615474,127.3811178,439.97577,84.18672622,0.4674386,4.75124875,141.481296,1.49E+05,1,74,,74,,,,4.75124875
163,173.264698,133.3334167,36988.63225,173.264698,133.3334167,36988.63225,6,1.17E-01,6,1.36E-01,,,34.48289298,83.28323927,64319859476,35.1588594,6,,6,,,,34.48289298
164,173.397552,132.991619,36795.4313,173.397552,132.991619,36795.4313,79.3611519,25.22867823,126.712669,4288.986216,71.97667162,0.4386417,5.718525374,859.53151,1.23E+05,1.993114325,74,9.54E-01,74,9.90E-01,,,5.718525374
165,173.8275585,132.5711569,36614.19851,173.8275585,132.5711569,36614.19851,6,9.54E-01,6,9.90E-01,,,35.24451333,8.94862217,62494898743,35.9157984,6,,6,,,,35.24451333
166,174.824352,132.193674,36429.96853,174.824352,132.193674,36429.96853,77.9115186,23.72963486,11.8665989,121.351837,76.47918154,0.9846424,6.72499235,731.3514689,1.46E+04,2.987528632,71.322214,3.775153436,12.7757579,14.25178347,,,6.72499235
167,175.8239832,132.5589726,36246.52615,175.8239832,132.5589726,36246.52615,92.6586873,45.981862,122.246979,237.28595,-63.7844971,-0.42328938,7.72497241,636.415581,9.15E+03,3.987527743,12.8399253,54.5746183,126.696686,2978.388933,,,7.72497241
168,175.6135245,132.1457984,3669.93553,175.6135245,132.1457984,3669.93553,6,,6,,,,36.115291,78.72788779,675898599,36.6678282,6,,6,,,,36.115291
169,176.225719,132.5138163,35888.98726,176.225719,132.5138163,35888.98726,14.745675,54.6334335,131.654685,317.95682,-161.448371,-0.928718,8.632576475,562.833298,8.46E+04,4.95133263,121.85752,61.69164298,142.5662692,385.858814,,,8.632576475
17,176.396298,132.12731,35715.1775,176.396298,132.12731,35715.1775,6,,6,,,,36.7525293,76.61298281,591579331,37.4145755,6,6.74E-01,6,4.55E-01,,,36.7525293
171,176.1763654,131.6934665,35541.78838,176.1763654,131.6934665,35541.78838,6,,6,,,,37.498496,74.59657759,5752957299,38.15587746,6,6.74E-01,6,4.55E-01,,,37.498496
172,176.9833579,131.3618338,3536.32312,176.9833579,131.3618338,3536.32312,74.98523539,2.241555,131.688399,279.577265,16.81678229,0.448738443,4.27747686,174813528.1,2.33E+02,1,73,,73,,,,4.27747686
173,176.9878654,131.7326963,35184.73878,176.9878654,131.7326963,35184.73878,114.4819744,58.93151949,139.4793157,3634.429251,-229.991398,-0.119231123,9.475237873,53.7126888,7.20E+04,5.86186592,134.677734,62.8929867,153.6687469,3955.527696,,,9.475237873
174,177.9554139,131.329627,3515.7747,177.9554139,131.329627,3515.7747,6,6.74E-01,6,4.55E-01,,,38.2398964,72.67192866,562513331,38.89274395,6,6.74E-01,6,4.55E-01,,,38.2398964
175,177.7256262,13.9282559,34847.21999,177.7256262,13.9282559,34847.21999,6,9.54E-01,6,9.90E-01,,,38.97554767,7.8334567,5458768744,39.62396978,6,6.74E-01,6,4.55E-01,,,38.97554767
176,177.4983356,13.5286564,34679.791,177.4983356,13.5286564,34679.791,6,9.54E-01,6,9.90E-01,,,39.76465,69.743323,5321294453,4.353457,6,6.74E-01,6,4.55E-01,,,39.76465
177,177.278793,13.137982,34511.3535,177.278793,13.137982,34511.3535,6,6.74E-01,6,4.55E-01,,,4.43181852,67.3964983,518967919,41.713986,6,6.74E-01,6,4.55E-01,,,4.43181852
178,177.454184,129.734687,34344.4725,177.454184,129.734687,34344.4725,6,,6,,,,41.15231625,65.77737826,5635699747,41.78738682,6,9.54E-01,6,9.90E-01,,,41.15231625
179,176.8232344,129.34356,34177.1652,176.8232344,129.34356,34177.1652,6,6.74E-01,6,4.55E-01,,,41.86823264,64.23199,49426293654,42.49891919,6,6.74E-01,6,4.55E-01,,,41.86823264
18,177.518428,129.721483,341.26485,177.518428,129.721483,341.26485,122.624664,61.12149946,146.2366272,3886.432585,-271.96671,-0.135936942,1.1347283,454.5298666,6.49E+05,6.6552539,144.49433,62.1437426,161.9451468,3856.95332,,,1.1347283
181,177.5985554,129.328939,33845.98113,177.5985554,129.328939,33845.98113,6,,6,,,,42.57945792,62.74516297,48265492362,43.2579447,6,,6,,,,42.57945792
182,177.371212,128.938349,33682.1683,177.371212,128.938349,33682.1683,6,,6,,,,43.285291,61.3187112,4715434845,43.9729,6,9.54E-01,6,9.90E-01,,,43.285291
183,177.1466495,128.5488769,33518.64632,177.1466495,128.5488769,33518.64632,6,,6,,,,43.98636192,59.94738477,467851882,44.647569,6,9.54E-01,6,9.90E-01,,,43.98636192
184,176.919423,128.1614187,33355.59887,176.919423,128.1614187,33355.59887,6,9.54E-01,6,9.90E-01,,,44.6816357,58.62817536,4547239193,45.2956491,6,9.54E-01,6,9.90E-01,,,44.6816357
185,176.7459,127.7756731,33192.97386,176.7459,127.7756731,33192.97386,6,1.17E-01,6,1.36E-01,,,45.373782,57.3584231,445443595,45.98298787,6,1.51E-01,6,2.27E-01,,,45.373782
